Adding an element to a Collection is done via the add() method.,,[]
The Java Collection interface (java.util.Collection) is one of the root interfaces of the Java Collection API.,,[]
"The add() method adds the given element to the collection, and returns true if the Collection changed as a result of calling the add() method.",,[]
"On the other hand, if you called add() on a List and the List already contained that element, the element would then exist twice in the List.","['containment: (list, contains, add())', 'modification: (add(), adds element to, list)']","[""('class', 'containment', 'method'): (list, contains, add())""]"
"The remove() method removes the given element from the Collection and returns true if the removed element was present in the Collection, and was removed.",,[]
"If the element was not present, the remove() method returns false.",,[]
You can also add a collection of objects to a Java Collection using the addAll().,,[]
The Java Collection addAll() adds all elements found in the Collection passed as parameter to the method.,,[]
"If you had called add() with the Collection as parameter instead, the Collection object itself would have been added, not its elements.",,[]
Exactly how the addAll() method behaves depends on the Collection subtype.,,[]
The Java Collection removeAll() removes all elements found the Collection passed as parameter to the method.,,[]
"contains() returns true if the collection contains the element, and false if not.",,[]
"containsAll() returns true if the collection contains all the elements in the parameter collection, and false if not.",,[]
You can check the size of a collection using the size() method.,,[]
The Java Stream API provides a more functional programming approach to iterating and processing elements of e.g.,,[]
You obtain a stream from a collection by calling the stream() method of the given collection.,,[]
Then a Stream of strings is obtained by calling the items.stream() method.,,[]
"This is similar to how you obtain an Iterator by calling the items.iterator() method, but a Stream is a different animal than an Iterator.",,[]
The Predicate interface contains a function called test() which the lambda expression passed as parameter above is matched against.,"['containment: (predicate, contains, test())', 'reference: (test(), matched against, predicate)']","[""('interface', 'containment', 'method'): (predicate, contains, test())"", ""('method', 'reference', 'interface'): (test(), matched against, predicate)""]"
"If you look at the lambda expression above, you can see that it takes a single parameter item and returns a boolean - the result of the item.startsWith(""o"") method call.",,[]
"When you call the filter() method on a Stream, the filter passed as parameter to the filter() method is stored internally.",,[]
"The parameter passed to the filter() function determines what items in the stream should be processed, and which that should be excluded from the processing.",,[]
"If the Predicate.test() method of the parameter passed to filter() returns true for an item, that means it should be processed.","['check: (filter(), uses the result of, predicate.test())', 'dependency: (filter(), depends on, predicate.test())', 'access: (filter(), accesses, predicate.test())']","[""('method', 'check', 'method'): (filter(), uses the result of, predicate.test())"", ""('method', 'dependency', 'method'): (filter(), depends on, predicate.test())"", ""('method', 'access', 'method'): (filter(), accesses, predicate.test())""]"
The collect() method is one of the stream processing methods on the Stream interface.,"['dependency: (collect(), is one of the stream processing methods on, stream)']","[""('method', 'dependency', 'interface'): (collect(), is one of the stream processing methods on, stream)""]"
"The min() and max() methods return an Optional instance which has a get() method on, which you use to obtain the value.","['alternative: (min, can be used instead of, max)', 'dependency: (min, return optional instance which has a, get)', 'dependency: (max, return optional instance which has a, get)']","[""('method', 'alternative', 'method'): (min, can be used instead of, max)"", ""('method', 'dependency', 'method'): (min, return optional instance which has a, get)"", ""('method', 'dependency', 'method'): (max, return optional instance which has a, get)""]"
In case the stream has no elements the get() method will return null.,,[]
The Comparator.comparing() method creates a Comparator based on the lambda expression passed to it.,,[]
"In fact, the comparing() method takes a Function which is a functional interface suited for lambda expressions.",,[]
The count() method simply returns the number of elements in the stream after filtering has been applied.,,[]
The count() method returns a long which is the count of elements in the stream after filtering etc.,,[]
The reduce() method can reduce the elements of a stream to a single value.,,[]
"The reduce() method takes a BinaryOperator as parameter, which can easily be implemented using a lambda expression.",,[]
The BinaryOperator.apply() method is the method implemented by the lambda expression above.,,[]
"Thus, the value created by the reduce() function is the accumulated value after processing the last element in the stream.",,[]
The reduce() method taking a BinaryOperator as parameter returns an Optional .,"['dependency: (reduce(), returns, optional)']","[""('method', 'dependency', 'class'): (reduce(), returns, optional)""]"
"In case the stream contains no elements, the Optional.get() returns null.",,[]
"This version of the reduce() method returns the accumulated value directly, and not an Optional.",,[]
The reduce() method can be combined with the filter() method too.,"['dependency: (reduce(), can be combined with, filter())']","[""('method', 'dependency', 'method'): (reduce(), can be combined with, filter())""]"
"The Java Collections class, java.util.Collections, contains a long list of utility methods for working with collections in Java.",,[]
The Java Collections addAll() method can add a variable number of elements to a Collection (typically either a List or a Set .,,[]
Here is a java code example of calling the Collections addAll() method:,,[]
The Collections binarySearch() method can search a Java List for an element using a binary search algorithm.,"['access: (collections.binarysearch(), search, list)', 'check: (collections.binarysearch(), can search, list)', 'containment: (list, for an element in, collections.binarysearch())']","[""('method', 'access', 'class'): (collections.binarysearch(), search, list)"", ""('class', 'containment', 'method'): (list, for an element in, collections.binarysearch())""]"
The List must be sorted in ascending order before you search it using binarySearch() .,,[]
Here is an example of searching a List using the Collections binarySearch() method:,,[]
The Collections copy() method can copy all elements of a List into another List.,"['transfer: (collections.copy(), copies all elements of, list)', 'containment: (list, contains, list)']","[""('method', 'transfer', 'class'): (collections.copy(), copies all elements of, list)"", ""('class', 'containment', 'class'): (list, contains, list)""]"
Here is a Java example of calling the Collections copy() method:,,[]
The Collections reverse() method can reverse the elements in a Java List.,,[]
The Collections shuffle() method can shuffle the elements of a List.,,[]
Here is an example of shuffling a list with the Collections shuffle() method:,,[]
Here is an example of sorting a Java List using Collections sort() method:,,[]
The Java Collections copy() method can copy one List into another.,,[]
You provide the source and destination List instances as parameters to the copy() method.,,[]
The Collections min() method can find the minimum element in a List according to the natural ordering of the elements (see my Java List sorting tutorial).,"['access: (collections.min(), find the minimum element in, list)', 'containment: (list, contains, element)']","[""('method', 'access', 'class'): (collections.min(), find the minimum element in, list)""]"
Here is an example of finding the minimum element in a Java List using Collections min() method:,,[]
The Collections max() method can find the maximum element in a List according to the natural order of the elements (see my Java List sorting tutorial).,,[]
The Java Collections replaceAll() method can replace all occurrences of one element with another element.,,[]
You pass the element to replace and the element to replace it with as parameters to the replaceAll() method.,,[]
"The Collections replaceAll() method returns true if any elements were replaced, and false if not.",,[]
The Collections replaceAll() method uses the equals() method of each element to determine if the element is equal to the element to replace or not.,"['dependency: (replaceall(), uses, equals())']","[""('method', 'dependency', 'method'): (replaceall(), uses, equals())""]"
I have a written a few more details about how the equals() method works in my section about the Java equals() method.,,[]
The unmodifiableSet() method in the Java Collections class can create an immutable (unmodifiable) Set from a normal Java Set .,"['creation: (collections, create, set)', 'containment: (collections, in, set)', 'immutability: (unmodifiableset(), create immutable, set)', 'conversion: (unmodifiableset(), create unmodifiable from, set)']","[""('class', 'creation', 'interface'): (collections, create, set)"", ""('method', 'conversion', 'interface'): (unmodifiableset(), create unmodifiable from, set)""]"
"The Java Comparable interface,java.lang.Comparable, represents an object which can be compared to other objects.",,[]
Several of the built-in classes in Java implements the Java Comparable interface.,,[]
"You can also implement the Java Comparable interface yourself, to make your own classes comparable.",,[]
"When a class implements the Java Comparable interface, this means that instances (objects) of that class can be compared to each other, as mentioned above.",,[]
Please keep in mind that the Comparable interface is intended for comparison of objects of the same class.,,[]
In the following section I will explain how the compareTo() method works.,,[]
The Java Comparable compareTo() method takes a single object as parameter and returns an int value.,,[]
"The int returned signal whether the object the compareTo() method is called on is larger than, equal to or smaller than the parameter object.",,[]
"The Java Integer class implements the Comparable interface, so you can call compareTo() Here is an example:",,[]
Since the value 45 is smaller than 99 - the first comparison ( valA.compareTo(valB) = 45.compareTo(99) ) results in the value -1 being returned.,,[]
"In the second comparison, when 99 is compared to 45 ( valB.compareTo(valA) = 99.compareTo(45) ) the result is 1 - because 99 is larger than 45.",,[]
Here is an example of a Spaceship class which can compare itself to other Spaceship instances:,,[]
This way you can implement compareTo() to compare base on multiple factors.,,[]
"By specifying a type parameter when implementing the Comparable interface, the compareTo() method parameter changes from Object to whatever type you have specified.",,[]
"Notice how there is no type parameter specified after the ""implements Comparable"" interface in the class declaration.",,[]
"Notice also, how the parameter type of the compareTo() object is no longer Spaceship, but Object.","['reference: (compareto, parameter type, object)', 'dependency: (compareto, has parameter type, object)']","[""('method', 'reference', 'class'): (compareto, parameter type, object)"", ""('method', 'dependency', 'class'): (compareto, has parameter type, object)""]"
"Finally, also notice how it is now necessary to cast the parameter of the compareTo() method to Spaceship explicitly.",,[]
"Notice too, that the compareTo() method should throw a NullPointerException if the parameter object is null.","['check: (compareto(), throw, nullpointerexception)', 'dependency: (compareto(), throw, nullpointerexception)', 'creation: (compareto(), throw, nullpointerexception)', 'implementation: (compareto(), throw, nullpointerexception)']","[""('method', 'dependency', 'class'): (compareto(), throw, nullpointerexception)"", ""('method', 'creation', 'class'): (compareto(), throw, nullpointerexception)"", ""('method', 'implementation', 'class'): (compareto(), throw, nullpointerexception)""]"
"Similarly, the compareTo() method should throw a ClassCastException if the input parameter is not of the same class as the class of the object compareTo() is called on.",,[]
You can just cast to the desired class (as in the example above).,,[]
"If the classes do not match, the Java VM will throw a ClassCastException.",,[]
"The Java Comparator interface, java.util.Comparator, represents a component that can compare two objects so they can be sorted using sorting functionality in Java.",,[]
When sorting e.g a Java List you can pass a Java Comparator to the sorting method.,"['dependency: (`java.util.list`, uses, `java.util.comparator`)']","[""('class', 'dependency', 'interface'): (`java.util.list`, uses, `java.util.comparator`)""]"
"This method, the compare() method, takes two objects which the Comparator implementation is intended to compare.",,[]
The compare() method returns an int which signals which of the two objects was larger.,,[]
Imagine you have the following Spaceship class that you would like to be able to compare instances of:,,[]
"Notice that the Spaceship class already implements the Comparable interface which compares Spaceship objects on spaceshipClass first, and then registrationNo.",,[]
"First, notice how the SpaceshipComparator class implements the Comparator interface with the type Spaceship specified inside the < > characters ( implements Comparator<Spaceship> ).",,[]
"Setting the generic type of the Comparator implementation to Spaceship means that the parameter types of the compare() method can be set to Spaceship, and not Object as it would have been - if no generic type had been specified ( implements Comparator ).",,[]
"A Java Comparator implementation is pretty much always specialized to be able to compare objects of a specific type (class), so specifying a generic type in your Comparator implementation almost always makes sense.",,[]
"Second, notice how the compare() method returns the registrationNo of the first Spaceship parameter compared to the registrationNo of the second Spaceship parameter.",,[]
"Imagine if the registrationNo variable of the Spaceship class was an int instead, so getRegistrationNo() would return an int.",,[]
"The Java Deque interface, java.util.Deque, represents a double ended queue, meaning a queue where you can add and remove elements to and from both ends of the queue.",,[]
The LinkedList class is a pretty standard Deque and Queue implementation.,"['implementation: (linkedlist, is a pretty standard implementation of, deque)', 'implementation: (linkedlist, is a pretty standard implementation of, queue)', 'alternative: (deque, and, queue)']",[]
The Java ArrayDeque class stores its elements internally in an array.,,[]
Before you can use a Java Deque you must create an instance of one of the classes that implements the Deque interface.,,[]
You add elements to the beginning end of a Deque using the add() method.,,[]
"If the element cannot be inserted into the Deque, the add() method will throw an exception.",,[]
"This is different from the offer() method, which will return false if it cannot insert the element.",,[]
The addLast() method also adds an element to the end (tail) of a Java Deque.,,[]
This is the Deque interface's equivalent of the add() method inherited from the Queue interface.,"['alternative: (deque, equivalent of, queue)', 'dependency: (deque, inherited from, queue)', 'reference: (deque, equivalent of the add() method inherited from, queue)']","[""('interface', 'alternative', 'interface'): (deque, equivalent of, queue)"", ""('interface', 'dependency', 'interface'): (deque, inherited from, queue)""]"
Here is an example of adding an element to a Java Deque instance using the addLast() method:,,[]
"If the element cannot be inserted into the Deque, the addLast() method will throw an exception.",,[]
This is different from the offerLast() method which will return false if the element cannot be added to the Deque.,,[]
To add an element at the beginning (head) instead of the end of a Java Deque you call the addFirst() method instead.,,[]
"If the element cannot be added to the beginning of the Deque, the addFirst() method will throw an exception.",,[]
This is different from the offerFirst() method which will return false if an element cannot be inserted in the beginning of the Deque.,,[]
The offer() method adds an element to the end (tail) of the Deque.,,[]
This is different from the add() method which will throw an exception is adding an element to the end of the Deque fails.,,[]
Here is an example of how to add an element to the end of a Java Deque using the offer() method:,,[]
"The offerLast() method adds an element to the end (tail) of the Deque, just like offer().","['alternative: (offerlast(), just like, offer())', 'similarity: (offerlast(), adds an element to the end (tail) of the deque, just like offer())']","[""('method', 'alternative', 'method'): (offerlast(), just like, offer())""]"
The method name offerLast() is just a bit more saying about where the element is added to the Deque.,,[]
This is different from the addLast() method which will throw an exception is adding an element to the end of the Deque fails.,,[]
Here is an example of how to add an element to the end of a Java Deque using the offerLast() method:,,[]
The offerFirst() method adds an element to the beginning (head) of the Deque.,,[]
This is different from the addFirst() method which will throw an exception is adding an element to the beginning of the Deque fails.,,[]
Here is an example of how to add an element to the beginning of a Java Deque using the offerFirst() method:,,[]
The push() method adds an element to the beginning (head) of a Java Deque method.,"['modification: (push(), adds an element to the beginning (head) of, deque)', 'containment: (deque, contains, push())']","[""('class', 'containment', 'method'): (deque, contains, push())""]"
"If adding the element fails, for instance if the Deque is full, the push() method will throw an exception.",,[]
Here is an example of adding an element to the beginning of a Java Deque using the push() method:,,[]
The peek() method returns the first element from the beginning (head) of a Java Deque without removing it.,,[]
Here is an example of peeking at the first element of a Java Deque using the peek() method:,,[]
The peekFirst() method returns the first element from the beginning (head) of a Java Deque without removing it.,,[]
