The Java Collection interface (java.util.Collection) is one of the root interfaces of the Java Collection API.,"['containment: (java.util.collection, is one of the root interfaces of, java collection api)']",[]
Adding an element to a Collection is done via the add() method.,"['implementation: (add(), method used for adding, collection)']","[""('method', 'implementation', 'class'): (add(), method used for adding, collection)""]"
"The add() method adds the given element to the collection, and returns true if the Collection changed as a result of calling the add() method.","['modification: (add(), adds element to, collection)']",[]
"On the other hand, if you called add() on a List and the List already contained that element, the element would then exist twice in the List.","['dependency: (add(), calling_sequences, list)']","[""('method', 'dependency', 'class'): (add(), calling_sequences, list)""]"
"The remove() method removes the given element from the Collection and returns true if the removed element was present in the Collection, and was removed.","['modification: (remove(), remove element from, collection)']",[]
"If the element was not present, the remove() method returns false.",,[]
You can also add a collection of objects to a Java Collection using the addAll().,"['implementation: (addall(), adds a collection of objects, collection)']","[""('method', 'implementation', 'class'): (addall(), adds a collection of objects, collection)""]"
The Java Collection addAll() adds all elements found in the Collection passed as parameter to the method.,,[]
"If you had called add() with the Collection as parameter instead, the Collection object itself would have been added, not its elements.",,[]
Exactly how the addAll() method behaves depends on the Collection subtype.,,[]
The Java Collection removeAll() removes all elements found the Collection passed as parameter to the method.,,[]
"contains() returns true if the collection contains the element, and false if not.",,[]
"containsAll() returns true if the collection contains all the elements in the parameter collection, and false if not.",,[]
You can check the size of a collection using the size() method.,,[]
The Java Stream API provides a more functional programming approach to iterating and processing elements of e.g.,,[]
You obtain a stream from a collection by calling the stream() method of the given collection.,,[]
Then a Stream of strings is obtained by calling the items.stream() method.,,[]
"This is similar to how you obtain an Iterator by calling the items.iterator() method, but a Stream is a different animal than an Iterator.","['similarity: (items.iterator(), similar to, stream)', 'difference: (stream, different animal than, iterator)']","[""('class', 'difference', 'class'): (stream, different animal than, iterator)""]"
The Predicate interface contains a function called test() which the lambda expression passed as parameter above is matched against.,"['containment: (predicate, contains, test())']",[]
"If you look at the lambda expression above, you can see that it takes a single parameter item and returns a boolean - the result of the item.startsWith(""o"") method call.",,[]
"When you call the filter() method on a Stream, the filter passed as parameter to the filter() method is stored internally.","['dependency: (filter(), calls, stream)']","[""('method', 'dependency', 'class'): (filter(), calls, stream)""]"
"The parameter passed to the filter() function determines what items in the stream should be processed, and which that should be excluded from the processing.",,[]
"If the Predicate.test() method of the parameter passed to filter() returns true for an item, that means it should be processed.",,[]
The collect() method is one of the stream processing methods on the Stream interface.,"['containment: (collect(), processing method on, stream)']",[]
"The min() and max() methods return an Optional instance which has a get() method on, which you use to obtain the value.","['containment: (min(), return an optional instance, max())', 'implementation: (min(), obtain the value, get())', 'implementation: (max(), obtain the value, get())']","[""('method', 'containment', 'method'): (min(), return an optional instance, max())"", ""('method', 'implementation', 'method'): (min(), obtain the value, get())"", ""('method', 'implementation', 'method'): (max(), obtain the value, get())""]"
In case the stream has no elements the get() method will return null.,,[]
The Comparator.comparing() method creates a Comparator based on the lambda expression passed to it.,,[]
"In fact, the comparing() method takes a Function which is a functional interface suited for lambda expressions.","['dependency: (comparing(), takes, function)']","[""('method', 'dependency', 'interface'): (comparing(), takes, function)""]"
The count() method simply returns the number of elements in the stream after filtering has been applied.,,[]
The count() method returns a long which is the count of elements in the stream after filtering etc.,,[]
The reduce() method can reduce the elements of a stream to a single value.,,[]
"The reduce() method takes a BinaryOperator as parameter, which can easily be implemented using a lambda expression.","['implementation: (reduce(), takes as parameter, binaryoperator)']",[]
The BinaryOperator.apply() method is the method implemented by the lambda expression above.,,[]
"Thus, the value created by the reduce() function is the accumulated value after processing the last element in the stream.",,[]
The reduce() method taking a BinaryOperator as parameter returns an Optional .,"['dependency: (reduce(), taking, binaryoperator)', 'creation: (reduce(), returns, optional)']","[""('method', 'dependency', 'class'): (reduce(), taking, binaryoperator)"", ""('method', 'creation', 'class'): (reduce(), returns, optional)""]"
"In case the stream contains no elements, the Optional.get() returns null.",,[]
"This version of the reduce() method returns the accumulated value directly, and not an Optional.",,[]
The reduce() method can be combined with the filter() method too.,"['implementation: (reduce(), combined with, filter())']","[""('method', 'implementation', 'method'): (reduce(), combined with, filter())""]"
"The Java Collections class, java.util.Collections, contains a long list of utility methods for working with collections in Java.","['containment: (java collections, contains utility methods, java.util.collections)']","[""('class', 'containment', 'class'): (java collections, contains utility methods, java.util.collections)""]"
The Java Collections addAll() method can add a variable number of elements to a Collection (typically either a List or a Set .,"['containment: (addall, can add elements to, collection)', 'containment: (addall, can add elements to, list)', 'containment: (addall, can add elements to, set)']",[]
Here is a java code example of calling the Collections addAll() method:,,[]
The Collections binarySearch() method can search a Java List for an element using a binary search algorithm.,,[]
The List must be sorted in ascending order before you search it using binarySearch() .,,[]
Here is an example of searching a List using the Collections binarySearch() method:,,[]
The Collections copy() method can copy all elements of a List into another List.,"['containment: (collections, include elements of, list)', 'dependency: (copy(), method can copy into, list)']","[""('method', 'dependency', 'class'): (copy(), method can copy into, list)""]"
Here is a Java example of calling the Collections copy() method:,,[]
The Collections reverse() method can reverse the elements in a Java List.,"['modification: (collections.reverse(), reverse the elements, list)']",[]
The Collections shuffle() method can shuffle the elements of a List.,"['modification: (collections, shuffle_elements, list)', 'containment: (collections, method, shuffle())']",[]
Here is an example of shuffling a list with the Collections shuffle() method:,,[]
Here is an example of sorting a Java List using Collections sort() method:,,[]
The Java Collections copy() method can copy one List into another.,,[]
You provide the source and destination List instances as parameters to the copy() method.,,[]
The Collections min() method can find the minimum element in a List according to the natural ordering of the elements (see my Java List sorting tutorial).,"['containment: (collections.min(), find the minimum element in, list)']",[]
Here is an example of finding the minimum element in a Java List using Collections min() method:,,[]
The Collections max() method can find the maximum element in a List according to the natural order of the elements (see my Java List sorting tutorial).,"['containment: (collections, max() method can find the maximum element in, list)']",[]
The Java Collections replaceAll() method can replace all occurrences of one element with another element.,,[]
You pass the element to replace and the element to replace it with as parameters to the replaceAll() method.,,[]
"The Collections replaceAll() method returns true if any elements were replaced, and false if not.",,[]
The Collections replaceAll() method uses the equals() method of each element to determine if the element is equal to the element to replace or not.,"['implementation: (collections.replaceall(), uses, equals())']","[""('method', 'implementation', 'method'): (collections.replaceall(), uses, equals())""]"
I have a written a few more details about how the equals() method works in my section about the Java equals() method.,,[]
The unmodifiableSet() method in the Java Collections class can create an immutable (unmodifiable) Set from a normal Java Set .,"['creation: (unmodifiableset(), create an immutable set, collections)']","[""('method', 'creation', 'class'): (unmodifiableset(), create an immutable set, collections)""]"
"The Java Comparable interface,java.lang.Comparable, represents an object which can be compared to other objects.",,[]
Several of the built-in classes in Java implements the Java Comparable interface.,,[]
"You can also implement the Java Comparable interface yourself, to make your own classes comparable.",,[]
"When a class implements the Java Comparable interface, this means that instances (objects) of that class can be compared to each other, as mentioned above.",,[]
Please keep in mind that the Comparable interface is intended for comparison of objects of the same class.,,[]
In the following section I will explain how the compareTo() method works.,,[]
The Java Comparable compareTo() method takes a single object as parameter and returns an int value.,,[]
"The int returned signal whether the object the compareTo() method is called on is larger than, equal to or smaller than the parameter object.",,[]
"The Java Integer class implements the Comparable interface, so you can call compareTo() Here is an example:","['implementation: (integer, implements, comparable)', 'dependency: (integer, call, compareto())']","[""('class', 'implementation', 'interface'): (integer, implements, comparable)"", ""('class', 'dependency', 'method'): (integer, call, compareto())""]"
Since the value 45 is smaller than 99 - the first comparison ( valA.compareTo(valB) = 45.compareTo(99) ) results in the value -1 being returned.,,[]
"In the second comparison, when 99 is compared to 45 ( valB.compareTo(valA) = 99.compareTo(45) ) the result is 1 - because 99 is larger than 45.",,[]
Here is an example of a Spaceship class which can compare itself to other Spaceship instances:,,[]
This way you can implement compareTo() to compare base on multiple factors.,,[]
"By specifying a type parameter when implementing the Comparable interface, the compareTo() method parameter changes from Object to whatever type you have specified.","['implementation: (comparable, specifying a type parameter changes the compareto() method parameter, compareto())']",[]
"Notice how there is no type parameter specified after the ""implements Comparable"" interface in the class declaration.",,[]
"Notice also, how the parameter type of the compareTo() object is no longer Spaceship, but Object.",,[]
"Finally, also notice how it is now necessary to cast the parameter of the compareTo() method to Spaceship explicitly.",,[]
"Notice too, that the compareTo() method should throw a NullPointerException if the parameter object is null.","['interruption: (compareto(), throw, nullpointerexception)']","[""('method', 'interruption', 'class'): (compareto(), throw, nullpointerexception)""]"
"Similarly, the compareTo() method should throw a ClassCastException if the input parameter is not of the same class as the class of the object compareTo() is called on.","['interruption: (compareto(), throw, classcastexception)']","[""('method', 'interruption', 'class'): (compareto(), throw, classcastexception)""]"
You can just cast to the desired class (as in the example above).,,[]
"If the classes do not match, the Java VM will throw a ClassCastException.",,[]
"The Java Comparator interface, java.util.Comparator, represents a component that can compare two objects so they can be sorted using sorting functionality in Java.",,[]
When sorting e.g a Java List you can pass a Java Comparator to the sorting method.,"['dependency: (list, requires, comparator)']","[""('class', 'dependency', 'interface'): (list, requires, comparator)""]"
"This method, the compare() method, takes two objects which the Comparator implementation is intended to compare.",,[]
The compare() method returns an int which signals which of the two objects was larger.,,[]
Imagine you have the following Spaceship class that you would like to be able to compare instances of:,,[]
"Notice that the Spaceship class already implements the Comparable interface which compares Spaceship objects on spaceshipClass first, and then registrationNo.","['implementation: (spaceship, implements, comparable)']","[""('class', 'implementation', 'interface'): (spaceship, implements, comparable)""]"
"First, notice how the SpaceshipComparator class implements the Comparator interface with the type Spaceship specified inside the < > characters ( implements Comparator<Spaceship> ).","['implementation: (spaceshipcomparator, implements, comparator)', 'implementation: (spaceshipcomparator, type specified as, spaceship)']","[""('class', 'implementation', 'interface'): (spaceshipcomparator, implements, comparator)""]"
"Setting the generic type of the Comparator implementation to Spaceship means that the parameter types of the compare() method can be set to Spaceship, and not Object as it would have been - if no generic type had been specified ( implements Comparator ).","['implementation: (comparator, set generic type as spaceship, compare())']",[]
"A Java Comparator implementation is pretty much always specialized to be able to compare objects of a specific type (class), so specifying a generic type in your Comparator implementation almost always makes sense.",,[]
"Second, notice how the compare() method returns the registrationNo of the first Spaceship parameter compared to the registrationNo of the second Spaceship parameter.",,[]
"Imagine if the registrationNo variable of the Spaceship class was an int instead, so getRegistrationNo() would return an int.","['conversion: (spaceship, variable type change from int, getregistrationno())']",[]
"The Java Deque interface, java.util.Deque, represents a double ended queue, meaning a queue where you can add and remove elements to and from both ends of the queue.","['similarity: (java deque, represents a double ended queue, java.util.deque)']",[]
The LinkedList class is a pretty standard Deque and Queue implementation.,"['implementation: (linkedlist, is a standard implementation of, deque)', 'implementation: (linkedlist, is a standard implementation of, queue)']","[""('class', 'implementation', 'interface'): (linkedlist, is a standard implementation of, deque)"", ""('class', 'implementation', 'interface'): (linkedlist, is a standard implementation of, queue)""]"
The Java ArrayDeque class stores its elements internally in an array.,,[]
Before you can use a Java Deque you must create an instance of one of the classes that implements the Deque interface.,,[]
You add elements to the beginning end of a Deque using the add() method.,,[]
"If the element cannot be inserted into the Deque, the add() method will throw an exception.","['dependency: (add(), inserted into, deque)']","[""('method', 'dependency', 'class'): (add(), inserted into, deque)""]"
"This is different from the offer() method, which will return false if it cannot insert the element.",,[]
The addLast() method also adds an element to the end (tail) of a Java Deque.,"['containment: (addlast(), adds an element to the end, deque)']",[]
This is the Deque interface's equivalent of the add() method inherited from the Queue interface.,"['similarity: (deque, equivalent_to, add())', 'similarity: (deque, equivalent_of, queue)']",[]
Here is an example of adding an element to a Java Deque instance using the addLast() method:,"['implementation: (addlast(), adding an element, deque)']",[]
"If the element cannot be inserted into the Deque, the addLast() method will throw an exception.","['interruption: (addlast(), throw an exception, deque)']","[""('method', 'interruption', 'class'): (addlast(), throw an exception, deque)""]"
This is different from the offerLast() method which will return false if the element cannot be added to the Deque.,"['difference: (offerlast(), cannot be added, deque)']",[]
To add an element at the beginning (head) instead of the end of a Java Deque you call the addFirst() method instead.,"['implementation: (deque, use addfirst() to add at the beginning, addfirst())']","[""('class', 'implementation', 'method'): (deque, use addfirst() to add at the beginning, addfirst())""]"
"If the element cannot be added to the beginning of the Deque, the addFirst() method will throw an exception.","['dependency: (deque, requires, addfirst())']","[""('class', 'dependency', 'method'): (deque, requires, addfirst())""]"
This is different from the offerFirst() method which will return false if an element cannot be inserted in the beginning of the Deque.,"['difference: (offerfirst(), different from, deque)']",[]
The offer() method adds an element to the end (tail) of the Deque.,"['containment: (offer(), adds an element to the end, deque)']",[]
This is different from the add() method which will throw an exception is adding an element to the end of the Deque fails.,,[]
Here is an example of how to add an element to the end of a Java Deque using the offer() method:,"['implementation: (offer(), add an element to the end of, deque)']","[""('method', 'implementation', 'class'): (offer(), add an element to the end of, deque)""]"
"The offerLast() method adds an element to the end (tail) of the Deque, just like offer().","['similarity: (offerlast(), adds_an_element_to_the_end_like, offer())', 'containment: (offerlast(), adds_an_element_to_the_end_of, deque)', 'containment: (offer(), adds_an_element_to_the_end_of, deque)']","[""('method', 'similarity', 'method'): (offerlast(), adds_an_element_to_the_end_like, offer())""]"
The method name offerLast() is just a bit more saying about where the element is added to the Deque.,"['containment: (offerlast(), added_to, deque)']",[]
This is different from the addLast() method which will throw an exception is adding an element to the end of the Deque fails.,"['difference: (addlast(), throw an exception if adding an element to the end fails, deque)']",[]
Here is an example of how to add an element to the end of a Java Deque using the offerLast() method:,"['implementation: (offerlast(), add an element to the end, deque)']",[]
The offerFirst() method adds an element to the beginning (head) of the Deque.,"['containment: (offerfirst(), adds an element to, deque)']",[]
This is different from the addFirst() method which will throw an exception is adding an element to the beginning of the Deque fails.,"['difference: (addfirst(), different from, deque)']",[]
Here is an example of how to add an element to the beginning of a Java Deque using the offerFirst() method:,,[]
The push() method adds an element to the beginning (head) of a Java Deque method.,"['modification: (push(), adds, deque)']",[]
"If adding the element fails, for instance if the Deque is full, the push() method will throw an exception.","['implementation: (push(), throws exception when deque is full, deque)']","[""('method', 'implementation', 'class'): (push(), throws exception when deque is full, deque)""]"
Here is an example of adding an element to the beginning of a Java Deque using the push() method:,,[]
The peek() method returns the first element from the beginning (head) of a Java Deque without removing it.,"['implementation: (peek(), returns the first element from the beginning, deque)']","[""('method', 'implementation', 'class'): (peek(), returns the first element from the beginning, deque)""]"
Here is an example of peeking at the first element of a Java Deque using the peek() method:,,[]
The peekFirst() method returns the first element from the beginning (head) of a Java Deque without removing it.,"['containment: (peekfirst(), returns the first element from the beginning (head), deque)']",[]
"This is similar to how peek() works, but the method name peekFirst() is a bit more saying about which end of the Deque you peek at.","['similarity: (peek(), similar to, peekfirst())']","[""('method', 'similarity', 'method'): (peek(), similar to, peekfirst())""]"
Here is an example of peeking at the first element of a Java Deque using the peekFirst() method:,,[]
To peek at the last element of a Java Deque you can use the peekLast() method.,"['dependency: (peeklast(), method usage, deque)']","[""('method', 'dependency', 'interface'): (peeklast(), method usage, deque)""]"
Here is an example of peeking at the last element of a Java Deque using the peekLast() method:,"['implementation: (deque, peeking at the last element using, peeklast())']","[""('class', 'implementation', 'method'): (deque, peeking at the last element using, peeklast())""]"
The getFirst() method returns the first element from the beginning (head) of a Java Deque without removing it.,"['containment: (getfirst(), returns the first element from, deque)']",[]
Here is an example of peeking at the first element of a Java Deque using the getFirst() method:,"['implementation: (deque, peeking at the first element, getfirst)']","[""('class', 'implementation', 'method'): (deque, peeking at the first element, getfirst)""]"
To peek at the last element of a Java Deque you can use the getLast() method.,"['implementation: (deque, peek at last element using, getlast())']","[""('class', 'implementation', 'method'): (deque, peek at last element using, getlast())""]"
Here is an example of peeking at the last element of a Java Deque using the getLast() method:,"['implementation: (getlast(), use, deque)']","[""('method', 'implementation', 'class'): (getlast(), use, deque)""]"
The remove() method removes the first element of a Java Deque.,"['modification: (remove(), removes, deque)']",[]
The remove() method returns the element that is removed from the Deque.,"['containment: (remove(), returns the element that is removed from, deque)']",[]
Here is an example of removing the first element a Java Deque using the remove() method:,,[]
This is different from poll() which returns null if the Deque is empty.,"['difference: (poll(), different, deque)']",[]
The removeFirst() method also removes the first element from a Deque - the element at the head of the Deque.,"['modification: (removefirst(), removes the first element from, deque)']",[]
Here is an example of removing the first element of a Java Deque using the removeFirst() method:,,[]
This is different from pollFirst() which returns null if the Deque is empty.,,[]
The removeLast() method removes the last element of a Deque - meaning the element at the tail of the Deque.,"['modification: (removelast(), removes the last element, deque)']",[]
Here is an example of removing the last element of a Java Deque using the removeLast() method:,"['implementation: (removelast(), usage, deque)', 'containment: (removelast(), method_of, java)', 'containment: (deque, included_in, java)']","[""('method', 'implementation', 'class'): (removelast(), usage, deque)""]"
