The Java Collection interface (java.util.Collection) is one of the root interfaces of the Java Collection API.,"(""[Java Collection interface"", ""is part of"", ""Java Collection API]""); (""[Java Collection interface"", ""is located in"", ""java.util]""); (""[Java Collection API"", ""includes"", ""Java Collection interface]"")"
Adding an element to a Collection is done via the add() method.,"(""Collection"", ""has method"", ""add()"")"
"The add() method adds the given element to the collection, and returns true if the Collection changed as a result of calling the add() method.","(""Collection"", ""hasMethod"", ""add()""); (""add()"", ""returns"", ""boolean""); (""Collection"", ""changedBy"", ""add()"")"
"On the other hand, if you called add() on a List and the List already contained that element, the element would then exist twice in the List.","(""List"", ""add()"", ""element""); (""List"", ""contain"", ""element""); (""element"", ""exist"", ""List"")"
"The remove() method removes the given element from the Collection and returns true if the removed element was present in the Collection, and was removed.","(""remove()"", ""is method of"", ""Collection""); (""Collection"", ""has method"", ""remove()""); (""remove()"", ""returns"", ""boolean"")"
"If the element was not present, the remove() method returns false.","(""element"", ""has method"", ""remove()""); (""remove()"", ""returns"", ""false"")"
You can also add a collection of objects to a Java Collection using the addAll().,"(""Java Collection"", ""uses"", ""addAll()""); (""addAll()"", ""belongs to"", ""Java Collection"")"
The Java Collection addAll() adds all elements found in the Collection passed as parameter to the method.,"(""Collection"", ""hasMethod"", ""addAll()""); (""addAll()"", ""takesParameter"", ""Collection""); (""Collection"", ""passedTo"", ""addAll()"")"
"If you had called add() with the Collection as parameter instead, the Collection object itself would have been added, not its elements.","(""Collection"", ""add"", ""Collection""); (""Collection"", ""has"", ""elements""); (""add"", ""called with"", ""Collection"")"
Exactly how the addAll() method behaves depends on the Collection subtype.,"(""Collection"", ""has method"", ""addAll()""); (""Collection"", ""has subtype"", ""subtype""); (""addAll()"", ""belongs to"", ""Collection"")"
The Java Collection removeAll() removes all elements found the Collection passed as parameter to the method.,"(""Collection"", ""hasMethod"", ""removeAll()""); (""removeAll()"", ""removesElementsFrom"", ""Collection""); (""Collection"", ""passesAsParameterTo"", ""removeAll()"")"
"contains() returns true if the collection contains the element, and false if not.","(""Collection"", ""contains"", ""Element"")"
"containsAll() returns true if the collection contains all the elements in the parameter collection, and false if not.","(""Collection"", ""containsAll()"", ""Parameter Collection""); (""Collection"", ""contains"", ""Elements""); (""Parameter Collection"", ""contains"", ""Elements""); (""Collection"", ""returns"", ""true""); (""Collection"", ""returns"", ""false""); (""ContainsAll"", ""returns"", ""Boolean"")"
You can check the size of a collection using the size() method.,"(""collection"", ""uses"", ""size() method""); (""size() method"", ""belongs to"", ""collection"")"
The Java Stream API provides a more functional programming approach to iterating and processing elements of e.g.,"(""Java Stream API"", ""provides"", ""functional programming approach""); (""Java Stream API"", ""used for"", ""iterating""); (""Java Stream API"", ""used for"", ""processing elements"")"
You obtain a stream from a collection by calling the stream() method of the given collection.,"(""collection"", ""has method"", ""stream()""); (""collection"", ""calls"", ""stream()""); (""collection"", ""provides"", ""stream"")"
Then a Stream of strings is obtained by calling the items.stream() method.,"(""items"", ""has method"", ""items.stream()""); (""items.stream()"", ""is a"", ""Stream""); (""Stream"", ""is a type of"", ""java.util.Stream""); (""items"", ""returns"", ""Stream"")"
"This is similar to how you obtain an Iterator by calling the items.iterator() method, but a Stream is a different animal than an Iterator.","(""Iterator"", ""obtained by calling"", ""items.iterator()""); (""Stream"", ""compared to"", ""Iterator""); (""items.iterator()"", ""returns"", ""Iterator""); (""Stream"", ""different from"", ""Iterator"")"
The Predicate interface contains a function called test() which the lambda expression passed as parameter above is matched against.,"(""Predicate"", ""contains"", ""test()""); (""Predicate"", ""has method"", ""test()""); (""test()"", ""is part of"", ""Predicate"")"
"If you look at the lambda expression above, you can see that it takes a single parameter item and returns a boolean - the result of the item.startsWith(""o"") method call.","(""item"", ""startsWith"", ""o"")"
"When you call the filter() method on a Stream, the filter passed as parameter to the filter() method is stored internally.","(""Stream"", ""hasMethod"", ""filter()""); (""filter()"", ""isParameterOf"", ""filter()""); (""Stream"", ""calls"", ""filter()"")"
